committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00003418,REPUBLICAN NATIONAL COMMITTEE,2019,M8,2.01908E+17,21B,SB21B-0.119010-1,1349156,ORG,ORGANIZATION,,,STRIPE,CA,,,,,BANK FEES,,,7/31/2019 0:00,105728.65,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,16:59.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.08202E+18,SAN FRANCISCO,94110,OTHER,,2020,SB,4.08292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201908209163081661,Other Federal Operating Expenditures,,,,,,
C00003418,REPUBLICAN NATIONAL COMMITTEE,2019,M8,2.01908E+17,21B,SB21B-0.119011-1,1349156,ORG,ORGANIZATION,,,EVENTBRITE INC,CA,,,,,BANK FEES,,,7/31/2019 0:00,34.44,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,17:03.8,,,,0,,,,,,,,,,,,Y,,U,F3X,4.08202E+18,SAN FRANCISCO,94103,OTHER,,2020,SB,4.08292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201908209163081644,Other Federal Operating Expenditures,,,,,,
C00698753,ALLEN THOMAS FOR CONGRESS,2019,12S,2.01908E+17,17,500180811,1350148,ORG,ORGANIZATION,,,BB&T,NC,,,,,BANK FEES,,,8/1/2019 0:00,5,,,,,,,,,,,,,O2019,SPECIAL GENERAL,,2019,A,ADD,ITEMIZED DISBURSEMENTS,16:59.6,,,,0,,,,,,,,,,,,H,,P,F3,4.08292E+18,RALEIGH,276011701,OTHER,,2020,SB,4.08292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201908299163114526,Operating Expenditures,,,,,,
C00666040,MCSALLY FOR SENATE INC,2019,Q3,2.0191E+17,17,SB17.I17474,1358060,ORG,ORGANIZATION,,,CHAIN BRIDGE BANK,VA,,,,,BANK FEES,,,8/16/2019 0:00,90,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,42:00.4,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,MC LEAN,221015709,OTHER,,2020,SB,4.10162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164200845,Operating Expenditures,,,,,,
C00666040,MCSALLY FOR SENATE INC,2019,Q3,2.0191E+17,17,SB17.I17510,1358060,ORG,ORGANIZATION,,,CHAIN BRIDGE BANK,VA,,,,,BANK FEES,,,8/23/2019 0:00,238.08,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,42:00.4,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,MC LEAN,221015709,OTHER,,2020,SB,4.10162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164200846,Operating Expenditures,,,,,,
C00666040,MCSALLY FOR SENATE INC,2019,Q3,2.0191E+17,17,SB17.I17604,1358060,ORG,ORGANIZATION,,,CHAIN BRIDGE BANK,VA,,,,,BANK FEES,,,9/13/2019 0:00,10,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,42:00.4,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,MC LEAN,221015709,OTHER,,2020,SB,4.10162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164200846,Operating Expenditures,,,,,,
C00666040,MCSALLY FOR SENATE INC,2019,Q3,2.0191E+17,17,SB17.I17282,1358060,ORG,ORGANIZATION,,,UNITED BANK,WV,,,,,BANK FEES,,,7/19/2019 0:00,306.36,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,42:00.4,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,CHARLESTON,253220393,OTHER,,2020,SB,4.10162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164200936,Operating Expenditures,,,,,,
C00666040,MCSALLY FOR SENATE INC,2019,Q3,2.0191E+17,17,SB17.I17475,1358060,ORG,ORGANIZATION,,,UNITED BANK,WV,,,,,BANK FEES,,,8/19/2019 0:00,608.61,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,42:00.4,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,CHARLESTON,253220393,OTHER,,2020,SB,4.10162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164200937,Operating Expenditures,,,,,,
C00666040,MCSALLY FOR SENATE INC,2019,Q3,2.0191E+17,17,SB17.I17619,1358060,ORG,ORGANIZATION,,,UNITED BANK,WV,,,,,BANK FEES,,,9/20/2019 0:00,395.68,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,42:00.4,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,CHARLESTON,253220393,OTHER,,2020,SB,4.10162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164200937,Operating Expenditures,,,,,,
C00382556,NATIONAL FRATERNAL ORDER OF POLICE PAC,2019,M10,2.0191E+17,21B,D187834,1359065,ORG,ORGANIZATION,,,WSFS BANK,DE,,,,,AUGUST BANK FEES,,,9/11/2019 0:00,49.37,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,42:00.5,,,,0,,,,,,,,,,,,Q,M,B,F3X,4.10162E+18,WILMINGTON,19801,OTHER,,2020,SB,4.10162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910169164980565,Other Federal Operating Expenditures,,,,,,
C00384529,LISA MURKOWSKI FOR US SENATE,2019,Q3,2.0191E+17,17,B50CBC9286BDE4488AB9,1357399,ORG,ORGANIZATION,,,VERGEBEN SERVICES COMPANY,AK,,,,,ACCOUNTING SERVICES/POSTAGE/BANK FEES,,,8/14/2019 0:00,3130.35,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,42:03.1,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,SEWARD,996642814,ADMINISTRATIVE,,2020,SB,4.10162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163899091,Operating Expenditures,,,,,,
C00384529,LISA MURKOWSKI FOR US SENATE,2019,Q3,2.0191E+17,17,B1574C4B3749B4E8CA24,1357399,ORG,ORGANIZATION,,,VERGEBEN SERVICES COMPANY,AK,,,,,ACCOUNTING SERVICES/POSTAGE/BANK FEES,,,9/24/2019 0:00,1515,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,42:03.1,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,SEWARD,996642814,ADMINISTRATIVE,,2020,SB,4.10162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163899092,Operating Expenditures,,,,,,
C00570994,ALASKANS FOR DAN SULLIVAN,2019,Q3,2.0191E+17,17,BC4206C66A3C4437ABB3,1357915,ORG,ORGANIZATION,,,VERGEBEN SERVICES COMPANY,AK,,,,,ACCOUNTING SERVICES/POSTAGE/BANK FEES,,,7/26/2019 0:00,2644.4,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,42:03.1,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,SEWARD,996642814,ADMINISTRATIVE,,2020,SB,4.10162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163974685,Operating Expenditures,,,,,,
C00570994,ALASKANS FOR DAN SULLIVAN,2019,Q3,2.0191E+17,17,BF89DDE75EFD943B09E7,1357915,ORG,ORGANIZATION,,,VERGEBEN SERVICES COMPANY,AK,,,,,ACCOUNTING SERVICES/POSTAGE/BANK FEES,,,9/23/2019 0:00,4745.6,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,42:03.1,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,SEWARD,996642814,ADMINISTRATIVE,,2020,SB,4.10162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163974685,Operating Expenditures,,,,,,
C00264697,FRIENDS OF SHERROD BROWN,2019,Q3,2.01911E+17,17,VTD7FADE0Q1,1362787,ORG,ORGANIZATION,,,CITIBANK,DC,,,,,BANK FEES,,,7/18/2019 0:00,175,,,,,,,,,,,,,P2024,,PRIMARY,2024,N,NO CHANGE,ITEMIZED DISBURSEMENTS,40:20.6,,,,0,,,,,,,,,,,,S,,P,F3,4.11152E+18,WASHINGTON,200369748,OTHER,,2020,SB,4.11162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201911159165508054,Operating Expenditures,,,,,,
C00475061,MARKETAXESS HOLDINGS INC PAC MARKETAXESS PAC,2019,M10,2.0191E+17,29,SB29.4541,1359349,ORG,ORGANIZATION,,,JP MORGAN CHASE,NY,,,,,BANK FEES 9.16.19,,,9/16/2019 0:00,119.99,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,39:40.7,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,N,,U,F3X,4.10172E+18,NEW YORK,10005,OTHER,,2020,SB,4.10172E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910179164997394,Other Disbursements,,,,,,
C00499988,"COTTON FOR SENATE, INC.",2019,Q3,2.0191E+17,17,SB17.I5589,1357928,ORG,ORGANIZATION,,,CHAIN BRIDGE BANK,VA,,,,,BANK FEES,,,7/31/2019 0:00,246.8,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,39:45.4,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,MCLEAN,22101,OTHER,,2020,SB,4.10172E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164180248,Operating Expenditures,,,,,,
C00499988,"COTTON FOR SENATE, INC.",2019,Q3,2.0191E+17,17,SB17.I5590,1357928,ORG,ORGANIZATION,,,CHAIN BRIDGE BANK,VA,,,,,BANK FEES,,,8/27/2019 0:00,12,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,39:45.4,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,MCLEAN,22101,OTHER,,2020,SB,4.10172E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164180276,Operating Expenditures,,,,,,
C00499988,"COTTON FOR SENATE, INC.",2019,Q3,2.0191E+17,17,SB17.I5591,1357928,ORG,ORGANIZATION,,,CHAIN BRIDGE BANK,VA,,,,,BANK FEES,,,8/30/2019 0:00,112.8,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,39:45.4,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,MCLEAN,22101,OTHER,,2020,SB,4.10172E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164180277,Operating Expenditures,,,,,,
C00499988,"COTTON FOR SENATE, INC.",2019,Q3,2.0191E+17,17,SB17.I5592,1357928,ORG,ORGANIZATION,,,CHAIN BRIDGE BANK,VA,,,,,BANK FEES,,,9/30/2019 0:00,303.6,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,39:45.4,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,MCLEAN,22101,OTHER,,2020,SB,4.10172E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164180298,Operating Expenditures,,,,,,
C00443689,PEOPLE FOR BEN,2019,Q3,2.0191E+17,17,500493898,1357550,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEES,,,9/16/2019 0:00,130.75,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,39:45.5,,,,0,,,,,,,,,,,,S,,P,F3,4.10152E+18,WASHINGTON,200061202,OTHER,,2020,SB,4.10172E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163920989,Operating Expenditures,,,,,,
C00649095,FRANCO FOR CONGRESS,2019,Q3,2.0191E+17,17,EXPB482,1358645,ORG,ORGANIZATION,,,CARD SERVICE CENTER,TX,,,,,BANK FEES,,,7/16/2019 0:00,55.42,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,41:02.1,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,H,,P,F3,4.10162E+18,DALLAS,75247,OTHER,,2020,SB,4.10252E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164599180,Operating Expenditures,,,,,,
C00578609,OHIO GRASSROOTS VICTORY FUND,2019,Q1,2.01904E+17,17,VTD7FACBA20,1324997,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEES,,,2/19/2019 0:00,56.45,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,43:16.6,,,,0,,,,,,,,,,,,N,,J,F3,4.04152E+18,WASHINGTON,200061245,OTHER,,2020,SB,4.04152E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201904159146134445,Operating Expenditures,,,,,,
C00578609,OHIO GRASSROOTS VICTORY FUND,2019,Q1,2.01904E+17,17,VTD7FACBA61,1324997,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEES,,,3/19/2019 0:00,69.65,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,43:16.6,,,,0,,,,,,,,,,,,N,,J,F3,4.04152E+18,WASHINGTON,200061245,OTHER,,2020,SB,4.04152E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201904159146134446,Operating Expenditures,,,,,,
C00578609,OHIO GRASSROOTS VICTORY FUND,2019,Q1,2.01904E+17,17,VTD7FACBA04,1324997,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEES,,,1/17/2019 0:00,70.69,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,43:16.6,,,,0,,,,,,,,,,,,N,,J,F3,4.04152E+18,WASHINGTON,200061245,OTHER,,2020,SB,4.04152E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201904159146134448,Operating Expenditures,,,,,,
C00003418,REPUBLICAN NATIONAL COMMITTEE,2019,M8,2.01908E+17,21B,SB21B-0.219001-1,1349156,ORG,ORGANIZATION,,,ELAVON,GA,,,,,BANK FEES,,,7/2/2019 0:00,31743.08,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,39:11.1,,,,0,,,,,,,,,,,,Y,,U,F3X,4.08202E+18,ATLANTA,30328,OTHER,,2020,SB,4.08292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201908209163080994,Other Federal Operating Expenditures,,,,,,
C00344671,SUSAN DAVIS FOR CONGRESS,2019,Q3,2.0191E+17,17,VSFYXA016V6,1357498,ORG,ORGANIZATION,,,"BANK OF AMERICA, N.A.",DC,,,,,BANK FEES,,,7/8/2019 0:00,15,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,41:02.2,,,,0,,,,,,,,,,,,H,,P,F3,4.10152E+18,WASHINGTON,200031107,OTHER,,2020,SB,4.10252E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163908581,Operating Expenditures,,,,,,
C00344671,SUSAN DAVIS FOR CONGRESS,2019,Q3,2.0191E+17,17,VSFYXA016T8,1357498,ORG,ORGANIZATION,,,UNION BANK OF CALIFORNIA,CA,,,,,BANK FEES,,,7/5/2019 0:00,81.95,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,41:02.2,,,,0,,,,,,,,,,,,H,,P,F3,4.10152E+18,ENCINITAS,920243517,OTHER,,2020,SB,4.10252E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163908589,Operating Expenditures,,,,,,
C00487470,CLUB FOR GROWTH ACTION,2019,M9,2.0191E+17,21B,SB21B.5378,1359492,ORG,ORGANIZATION,,,SUNTRUST BANK,TN,,,,,BANK FEES,,,8/20/2019 0:00,29.95,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,43:30.3,,,,0,,,,,,,,,,,,O,,U,F3X,4.10172E+18,NASHVILLE,372305183,OTHER,,2020,SB,4.10182E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201910179165015916,Other Federal Operating Expenditures,,,,,,
C00003418,REPUBLICAN NATIONAL COMMITTEE,2019,M8,2.01908E+17,21B,SB21B-0.519007-1,1349156,ORG,ORGANIZATION,,,AMERICAN EXPRESS,TX,,,,,BANK FEES,,,7/5/2019 0:00,13843.28,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,39:56.0,,,,0,,,,,,,,,,,,Y,,U,F3X,4.08202E+18,EL PASO,79998,OTHER,,2020,SB,4.08292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201908209163081076,Other Federal Operating Expenditures,,,,,,
C00698753,ALLEN THOMAS FOR CONGRESS,2019,12S,2.01908E+17,17,500177654,1350148,ORG,ORGANIZATION,,,BB&T,NC,,,,,BANK FEES,,,7/1/2019 0:00,5,,,,,,,,,,,,,O2019,SPECIAL GENERAL,,2019,A,ADD,ITEMIZED DISBURSEMENTS,39:56.0,,,,0,,,,,,,,,,,,H,,P,F3,4.08292E+18,RALEIGH,276011701,OTHER,,2020,SB,4.08292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201908299163114526,Operating Expenditures,,,,,,
C00698753,ALLEN THOMAS FOR CONGRESS,2019,12S,2.01908E+17,17,500177695,1350148,ORG,ORGANIZATION,,,BB&T,NC,,,,,BANK FEES,,,7/22/2019 0:00,12,,,,,,,,,,,,,O2019,SPECIAL GENERAL,,2019,A,ADD,ITEMIZED DISBURSEMENTS,40:10.5,,,,0,,,,,,,,,,,,H,,P,F3,4.08292E+18,RALEIGH,276011701,OTHER,,2020,SB,4.08292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201908299163114526,Operating Expenditures,,,,,,
C00698753,ALLEN THOMAS FOR CONGRESS,2019,12S,2.01908E+17,17,500180842,1350148,ORG,ORGANIZATION,,,BB&T,NC,,,,,BANK FEES,,,8/21/2019 0:00,32.7,,,,,,,,,,,,,O2019,SPECIAL GENERAL,,2019,A,ADD,ITEMIZED DISBURSEMENTS,40:10.5,,,,0,,,,,,,,,,,,H,,P,F3,4.08292E+18,RALEIGH,276011701,OTHER,,2020,SB,4.08292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201908299163114527,Operating Expenditures,,,,,,
C00183707,RYMAN HOSPITALITY PROPERTIES POLITICAL ACTION COMMITTEE,2019,MY,2.01907E+17,23,,1350263,,,C00167346,C00167346,SUNTRUST BANK,TN,,,,,BANK FEES,,,6/30/2019 0:00,218.72,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,43:37.4,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,C,U,F3X,1.07152E+18,NASHVILLE,37214,OTHER,,2020,SB,2.08302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907150300283737,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00512236,MCSALLY FOR CONGRESS,2019,TER,2.01908E+17,17,SB17.I17254,1350373,ORG,ORGANIZATION,,,WELLS FARGO,CA,,,,,BANK FEES,,,7/11/2019 0:00,70,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,37:16.8,,,,0,,,,,,,,,,,,H,,P,F3,4.08302E+18,SAN FRANCISCO,941041207,OTHER,,2020,SB,4.08312E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201908309163120818,Operating Expenditures,,,,,,
C00512236,MCSALLY FOR CONGRESS,2019,TER,2.01908E+17,17,SB17.I17473,1350373,ORG,ORGANIZATION,,,WELLS FARGO,CA,,,,,BANK FEES,,,8/12/2019 0:00,70,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,37:16.8,,,,0,,,,,,,,,,,,H,,P,F3,4.08302E+18,SAN FRANCISCO,941041207,OTHER,,2020,SB,4.08312E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201908309163120818,Operating Expenditures,,,,,,
C00630384,JEFF DOVE FOR CONGRESS,2019,Q1,2.01909E+17,17,SB17.26942,1350487,ORG,ORGANIZATION,,,DEMOCRACY ENGINE,DC,,,,,BANK FEES,,,1/3/2019 0:00,3.95,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,39:57.7,,,,0,,,,,,,,,,,,H,,P,F3,4.09032E+18,WASHINGTON,20009,OTHER,,2020,SB,4.09042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201909039163133506,Operating Expenditures,,,,,,
C00630384,JEFF DOVE FOR CONGRESS,2019,Q1,2.01909E+17,17,SB17.26939,1350487,ORG,ORGANIZATION,,,CHAINBRIDGE BANK,VA,,,,,BANK FEES,,,3/20/2019 0:00,40,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,39:57.7,,,,0,,,,,,,,,,,,H,,P,F3,4.09032E+18,MCLEAN,22101,OTHER,,2020,SB,4.09042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201909039163133505,Operating Expenditures,,,,,,
C00630384,JEFF DOVE FOR CONGRESS,2019,Q2,2.01909E+17,17,SB17.26978,1350502,ORG,ORGANIZATION,,,CHAINBRIDGE BANK,VA,,,,,BANK FEES,,,5/7/2019 0:00,40,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,39:57.7,,,,0,,,,,,,,,,,,H,,P,F3,4.09032E+18,MCLEAN,22101,OTHER,,2020,SB,4.09042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201909039163133643,Operating Expenditures,,,,,,
C00118943,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,2019,M2,2.01909E+17,21B,79440845,1350647,ORG,ORGANIZATION,,,CHASE PAYMENTECH,AZ,,,,,CHASE PAYMENTECH PROCESSING & BANK FEES - JAN-19,,,1/25/2019 0:00,43.36,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,41:48.1,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,W,B,F3X,4.09042E+18,PHOENIX,85038,OTHER,CHASE PAYMENTECH PROCESSING & BANK FEES - JAN-19,2020,SB,4.09052E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201909049163142447,Other Federal Operating Expenditures,,,,,,
C00360008,NATIONAL THOROUGHBRED RACING ASSOCIATION POLITICAL ACTION COMMITTEE/HORSE PAC,2019,M9,2.01909E+17,29,SB29.12636,1350692,ORG,ORGANIZATION,,,B B & T,KY,,,,,BANK FEES,,,8/21/2019 0:00,129.8,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,41:55.8,,,,0,,,,,,,,,,,,Q,T,U,F3X,4.09052E+18,LEXINGTON,40507,OTHER,,2020,SB,4.09052E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201909059163143851,Other Disbursements,,,,,,
C00368720,STERIS CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE (A.K.A. STERIS EMPLOYEE PAC),2019,M3,2.01903E+17,21B,SB21B.38384,1320540,ORG,ORGANIZATION,,,JPMORGAN CHASE COMMERCIAL BANK,IL,,,,,BANK SERVICE FEES,,,2/15/2019 0:00,112.82,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,58:01.0,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,C,B,F3X,4.03202E+18,CHICAGO,60606,OTHER,,2020,SB,4.03212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201903209145875622,Other Federal Operating Expenditures,,,,,,
C00368720,STERIS CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE (A.K.A. STERIS EMPLOYEE PAC),2019,M6,2.01906E+17,21B,SB21B.39382,1334872,ORG,ORGANIZATION,,,JPMORGAN CHASE COMMERCIAL BANK,IL,,,,,BANK SERVICE FEES,,,5/15/2019 0:00,113.94,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,47:34.8,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,C,B,F3X,4.06202E+18,CHICAGO,60606,OTHER,,2020,SB,4.06202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201906209150127126,Other Federal Operating Expenditures,,,,,,
C00368720,STERIS CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE (A.K.A. STERIS EMPLOYEE PAC),2019,M5,2.01905E+17,21B,SB21B.39058,1331001,ORG,ORGANIZATION,,,JPMORGAN CHASE COMMERCIAL BANK,IL,,,,,BANK SERVICE FEES,,,4/15/2019 0:00,114.81,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,47:24.8,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,C,B,F3X,4.05162E+18,CHICAGO,60606,OTHER,,2020,SB,4.05162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201905169149716149,Other Federal Operating Expenditures,,,,,,
C00368720,STERIS CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE (A.K.A. STERIS EMPLOYEE PAC),2019,M8,2.01908E+17,21B,SB21B.40518,1348571,ORG,ORGANIZATION,,,JPMORGAN CHASE COMMERCIAL BANK,IL,,,,,BANK SERVICE FEES,,,7/15/2019 0:00,115.03,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,43:07.6,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,C,B,F3X,4.08192E+18,CHICAGO,60606,OTHER,,2020,SB,4.08202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201908199162921775,Other Federal Operating Expenditures,,,,,,
C00368720,STERIS CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE (A.K.A. STERIS EMPLOYEE PAC),2019,M7,2.01907E+17,21B,SB21B.39878,1342322,ORG,ORGANIZATION,,,JPMORGAN CHASE COMMERCIAL BANK,IL,,,,,BANK SERVICE FEES,,,6/17/2019 0:00,119.59,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,42:16.8,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,C,B,F3X,4.07192E+18,CHICAGO,60606,OTHER,,2020,SB,4.07292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907199151465916,Other Federal Operating Expenditures,,,,,,
