recipient_name,bank_clean
FIRST NATIONAL BANK,FIRST NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST BANK,TRUIST BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
AMALGAMATED BANK,AMALGAMATED BANK
SYNOVUS/NBSC,SYNOVUS/NBSC
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
SYNOVUS/NBSC,SYNOVUS/NBSC
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
SYNOVUS/NBSC,SYNOVUS/NBSC
CLASSIC CITY BANK,CLASSIC CITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
MELIO,MELIO
SYNOVUS/NBSC,SYNOVUS/NBSC
CLASSIC CITY BANK,CLASSIC CITY BANK
SYNOVUS/NBSC,SYNOVUS/NBSC
AMALGAMATED BANK,AMALGAMATED BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
MELIO,MELIO
AMALGAMATED BANK,AMALGAMATED BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
ALLIANT MERCHANT SOLUTIONS,ALLIANT MERCHANT SOLUTIONS
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
SYNOVUS/NBSC,SYNOVUS/NBSC
AMALGAMATED BANK,AMALGAMATED BANK
SYNOVUS/NBSC,SYNOVUS/NBSC
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST BANK,TRUIST BANK
TRUIST BANK,TRUIST BANK
TRUIST BANK,TRUIST BANK
TRUIST BANK,TRUIST BANK
TRUIST BANK,TRUIST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHASE BANK,CHASE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMERICAN EXPRESS BANK FEES,AMERICAN EXPRESS BANK FEES
AMERICAN EXPRESS BANK FEES,AMERICAN EXPRESS BANK FEES
FIRST NATIONAL BANK,FIRST NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
SIMMONS FIRST NATIONAL BANK,SIMMONS FIRST NATIONAL BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRST BANK AND TRUST,FIRST BANK AND TRUST
SIMMONS FIRST NATIONAL BANK,SIMMONS FIRST NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CITIBANK,CITIBANK
CITIBANK,CITIBANK
SIMMONS FIRST NATIONAL BANK,SIMMONS FIRST NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CITIBANK,CITIBANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CITIBANK,CITIBANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
GOODMAN CAMPAIGNS LLC,GOODMAN CAMPAIGNS LLC
SIMMONS FIRST NATIONAL BANK,SIMMONS FIRST NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CITIBANK,CITIBANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WELLS FARGO BANK,WELLS FARGO BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
STOCKMAN BANK,STOCKMAN BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WELLS FARGO BANK,WELLS FARGO BANK
MIDWESTONE BANK,MIDWESTONE BANK
AMERICAN EXPRESS,AMERICAN EXPRESS
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CITIBANK,CITIBANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
SIMMONS FIRST NATIONAL BANK,SIMMONS FIRST NATIONAL BANK
STOCKMAN BANK,STOCKMAN BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRST BANK AND TRUST,FIRST BANK AND TRUST
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CITIBANK,CITIBANK
CITIBANK,CITIBANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRST BANK AND TRUST,FIRST BANK AND TRUST
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CITIBANK,CITIBANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CITIBANK,CITIBANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CITIBANK,CITIBANK
CITIBANK,CITIBANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
SIMMONS FIRST NATIONAL BANK,SIMMONS FIRST NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF NEVADA,BANK OF NEVADA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
MIDWESTONE BANK,MIDWESTONE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRSTBANK,FIRSTBANK
AUTHNET GATEWAY,AUTHNET GATEWAY
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO,WELLS FARGO
AMALGAMATED BANK,AMALGAMATED BANK
AMERICAN EXPRESS,AMERICAN EXPRESS
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRSTBANK,FIRSTBANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST BANK,TRUIST BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMERICAN EXPRESS,AMERICAN EXPRESS
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
M&T BANK,M&T BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
JP MORGAN CHASE,JP MORGAN CHASE
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WELLS FARGO,WELLS FARGO
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
TRUIST,TRUIST
CAMDEN NATIONAL BANK,CAMDEN NATIONAL BANK
CAMDEN NATIONAL BANK,CAMDEN NATIONAL BANK
CAMDEN NATIONAL BANK,CAMDEN NATIONAL BANK
CAMDEN NATIONAL BANK,CAMDEN NATIONAL BANK
CAMDEN NATIONAL BANK,CAMDEN NATIONAL BANK
CAMDEN NATIONAL BANK,CAMDEN NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK N.A.,CHAIN BRIDGE BANK N.A.
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK N.A.,CHAIN BRIDGE BANK N.A.
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
TRUIST BANK,TRUIST BANK
M&T BANK,M&T BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
SUNRISE BANKS,SUNRISE BANKS
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
M&T BANK,M&T BANK
AMALGAMATED BANK,AMALGAMATED BANK
M&T BANK,M&T BANK
TRUIST BANK,TRUIST BANK
SUNRISE BANKS,SUNRISE BANKS
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
AMERICAN EXPRESS,AMERICAN EXPRESS
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
SUNRISE BANKS,SUNRISE BANKS
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
M&T BANK,M&T BANK
V24-013,V24-013
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS BANK,CITIZENS BANK
CITIZENS BANK,CITIZENS BANK
CITIZENS BANK,CITIZENS BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS BANK,CITIZENS BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST,TRUIST
TRUIST,TRUIST
TRUIST,TRUIST
WOODSBORO BANK,WOODSBORO BANK
WOODSBORO BANK,WOODSBORO BANK
WOODSBORO BANK,WOODSBORO BANK
WOODSBORO BANK,WOODSBORO BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
CITIBANK,CITIBANK
TRUIST BANK,TRUIST BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
PAYA,PAYA
BB&T/TRUIST,BB&T/TRUIST
AMALGAMATED BANK,AMALGAMATED BANK
ALLIANT MERCHANT SERVICES,ALLIANT MERCHANT SERVICES
AMALGAMATED BANK OF NEW YORK,AMALGAMATED BANK OF NEW YORK
BB&T/TRUIST,BB&T/TRUIST
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
M&T BANK,M&T BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
CITIZENS BANK,CITIZENS BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
TRUIST,TRUIST
BANK OF AMERICA,BANK OF AMERICA
EAST WEST BANK,EAST WEST BANK
M&T BANK,M&T BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST BANK,FIRST BANK
CITIBANK,CITIBANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK OF NEW YORK,AMALGAMATED BANK OF NEW YORK
AMALGAMATED BANK,AMALGAMATED BANK
ALLIANT LLC,ALLIANT LLC
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
ALLIANT MERCHANT SOLUTIONS,ALLIANT MERCHANT SOLUTIONS
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
BB&T/TRUIST,BB&T/TRUIST
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
CITIBANK,CITIBANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
MALAGA BANK,MALAGA BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIBANK,CITIBANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
EAST WEST BANK,EAST WEST BANK
CITIZENS BANK,CITIZENS BANK
WELLS FARGO,WELLS FARGO
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WELLS FARGO,WELLS FARGO
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WELLS FARGO,WELLS FARGO
WELLS FARGO,WELLS FARGO
WELLS FARGO,WELLS FARGO
WELLS FARGO,WELLS FARGO
WELLS FARGO,WELLS FARGO
COMERICA BANK,COMERICA BANK
COMERICA BANK,COMERICA BANK
COMERICA BANK,COMERICA BANK
COMERICA BANK,COMERICA BANK
WEST MICHIGAN COMMUNITY BANK,WEST MICHIGAN COMMUNITY BANK
WEST MICHIGAN COMMUNITY BANK,WEST MICHIGAN COMMUNITY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
M&T BANK,M&T BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WEBSTER BANK IN HAMDEN,WEBSTER BANK IN HAMDEN
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANKERS TRUST,BANKERS TRUST
WEBSTER BANK IN HAMDEN,WEBSTER BANK IN HAMDEN
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
TD MERCHANT SERVICES,TD MERCHANT SERVICES
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
BB&T/TRUIST,BB&T/TRUIST
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
M&T BANK,M&T BANK
PNC BANK,PNC BANK
BANK OF AMERICA,BANK OF AMERICA
HUNTINGTON BANK,HUNTINGTON BANK
TD MERCHANT SERVICES,TD MERCHANT SERVICES
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
SIMMONS BANK,SIMMONS BANK
BANKERS TRUST,BANKERS TRUST
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
TRUIST,TRUIST
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
TD MERCHANT SERVICES,TD MERCHANT SERVICES
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
MECU CREDIT UNION,MECU CREDIT UNION
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
